LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (бу)
-0.221134103,-0.141271472,-0.374526773,-0.863766358
-0.234801172,-0.16771008,-0.40886565,-0.861199014
-0.618582543,-0.477361636,-0.737037601,-0.856019257
-0.098995524,-0.111286003,-0.334265191,-0.921504146
0.115600397,0.000642186,-0.170581808,-0.913291267
0.344111008,0.228555054,0.222238518,-0.876084543
0.034305598,0.017142529,-0.144505309,-0.808124794
-0.035413457,-0.00967396,-0.186615927,-0.819138372
-0.433510858,-0.279947156,-0.543221381,-0.851006708
-0.612413816,-0.458738012,-0.720797333,-0.947108769
-0.676518925,-0.546616413,-0.794007033,-0.973800241
-0.664894285,-0.508319495,-0.763153429,-1.004112753
-0.620486393,-0.447699125,-0.710977627,-1.000371658
-0.497914547,-0.334449601,-0.602077607,-1.024023292
-0.612875516,-0.434077826,-0.698657989,-1.048131582
-0.443271684,-0.272184258,-0.534503699,-1.045742167
-0.338826709,-0.220771358,-0.474634663,-1.080733379
-0.288571548,-0.150986527,-0.387269143,-1.029916969
-0.277231518,-0.156267099,-0.394134343,-0.976693201
-0.555219078,-0.403639014,-0.670297091,-0.982682457
-0.44494479,-0.281500553,-0.544955778,-0.979181371
-0.519392882,-0.351172927,-0.618596337,-0.982991182
-0.466559874,-0.29718987,-0.562285647,-0.974986473
-0.399956803,-0.254501478,-0.514332349,-0.976203452
-0.072110968,-0.059984651,-0.261976483,-1.096154717
-0.303121651,-0.188437241,-0.435048891,-1.114676903
-0.324840012,-0.206197186,-0.456979729,-1.163948624
-0.331093217,-0.244167628,-0.502341268,-1.197370863
-0.244737,-0.148485364,-0.384002502,-1.244748683
-0.171100217,-0.119127201,-0.344931476,2.501407646
-0.366409826,-0.271942551,-0.534230917,2.434331351
-0.20997714,-0.17568382,-0.419014103,-1.270155495
-0.25708097,-0.16658109,-0.407421031,-1.213834145
-0.167975654,-0.068834439,-0.274764661,-1.147798053
-0.458088019,-0.302816096,-0.568417175,-1.081703895
-0.23142083,-0.124925799,-0.352755974,-1.074211652
-0.219570884,-0.117739822,-0.343051427,-1.054123568
-0.339850759,-0.203017767,-0.453087439,-0.943449983
-0.418596872,-0.243241877,-0.501259714,-0.954808049
-0.652477112,-0.469876418,-0.730559041,-0.977423081
-0.722653155,-0.550292751,-0.796887546,-1.010148979
-0.675768819,-0.520825648,-0.7734016,-1.057638227
-0.845588487,-0.756089149,-0.938516387,-0.972882338
-0.868611828,-0.781514175,-0.953738488,-0.949631408
-0.873588779,-0.775839267,-0.950376948,-0.977270033
-0.883539474,-0.784604627,-0.955560632,-0.959551339
-0.888508209,-0.78414005,-0.955287094,-1.018220906
-0.886240364,-0.765424168,-0.944154088,-1.025036632
-0.863588325,-0.729592894,-0.922191921,-1.010146754
-0.905718738,-0.82552288,-0.975611874,-0.913262503
-0.832954881,-0.710831281,-0.910330875,-0.981891062
-0.910935147,-0.890759411,-1.008202487,-1.023285139
-0.866537685,-0.799004043,-0.963973336,-1.072060001
-0.640295372,-0.459915797,-0.721836462,-1.112261717
-0.609909947,-0.427223318,-0.692372513,-1.159537586
-0.655158658,-0.482278853,-0.741258285,-1.164650285
-0.639891898,-0.467339624,-0.728348612,-1.165774254
-0.664961324,-0.468853189,-0.729668359,-1.129011169
-0.776464552,-0.632284494,-0.857681865,-1.201660774
-0.868481021,-0.790060296,-0.958762894,-1.215573956
-0.895408835,-0.828151138,-0.977095035,-1.216961577
-0.902798602,-0.843197888,-0.985311118,-1.17625004
-0.914029671,-0.852947497,-0.990384792,-0.986297124
-0.889300261,-0.783062238,-0.954651976,-1.031765396
-0.89525975,-0.794629704,-0.96143096,-1.035567156
-0.914233119,-0.85222663,-0.990016385,-1.042083057
-0.911466352,-0.819880371,-0.972379478,-1.048977472
-0.922842661,-0.856812038,-0.992341489,-0.880933162
-0.904889914,-0.818771863,-0.971736715,-0.744908193
-0.887977233,-0.780147903,-0.952931028,-0.745174075
-0.910958358,-0.830991202,-0.978681661,-0.740264043
-0.963326251,-0.998004374,-1.042652811,-0.634282448
-0.97402898,-1.124947483,-1.062719344,-0.618867137
-0.97402898,-0.871067507,-0.999292236,-0.530803749
-0.931442259,-0.877248071,-1.002175183,-0.559865278
-0.956531605,-0.978297492,-1.038106121,-0.503400056
-0.970683917,-1.086909238,-1.062719344,-0.387908134
-0.97402898,-1.131947187,-1.062719344,-0.401618436
-0.97402898,-1.018763877,-1.046573733,-0.320343769
-0.97402898,-1.139551102,-1.062719344,-0.217189857
-0.97402898,-1.352404511,-1.062719344,-0.239370343
-0.97402898,-1.305369666,-1.062719344,-0.501631369
-0.97402898,-1.347886707,-1.062719344,-0.516228078
-0.97402898,-1.39907739,-1.062719344,-0.602705319
-0.97402898,-1.37979602,-1.062719344,-0.725547461
-0.97402898,-1.275324707,-1.062719344,-0.820769264
-0.97402898,-1.276038879,-1.062719344,-0.869627163
-0.97402898,-1.253487394,-1.062719344,-0.915169593
-0.97402898,-1.278827992,-1.062719344,-0.697608566
-0.97402898,-1.376906934,-1.062719344,-0.603824838
-0.97402898,-1.566470287,-1.062719344,-0.615055142
-0.97402898,-1.459758044,-1.062719344,-0.97707224
-0.97402898,-1.439853852,-1.062719344,-1.039251288
-0.97402898,-1.179591038,-1.062719344,1.964682063
-0.97402898,-1.036070251,-1.04916127,1.971272303
-0.97402898,-1.057508464,-1.062719344,1.964672354
-0.97402898,-1.07685148,-1.062719344,2.023336561
-0.97402898,-1.242062002,-1.062719344,2.289271301
-0.97402898,-0.95263422,-1.030981263,1.972035803
-0.97402898,-1.002225462,-1.043522247,1.846735146
-0.97402898,-1.030080783,-1.04833585,1.912327812
-0.97402898,-1.062213307,-1.062719344,1.95039857
-0.97402898,-0.861090659,-0.994471817,1.907974344
-0.97402898,-1.127911748,-1.062719344,1.885946784
-0.97402898,-1.248534772,-1.062719344,1.972429366
-0.97402898,-1.259759818,-1.062719344,1.732794093
-0.97402898,-1.311213741,-1.062719344,1.493351717
-0.97402898,-1.357321416,-1.062719344,1.355135652
-0.97402898,-1.301098166,-1.062719344,1.198346224
-0.97402898,-1.265269786,-1.062719344,1.158018789
-0.97402898,-1.248778238,-1.062719344,1.471931656
-0.97402898,-1.341020028,-1.062719344,1.358022483
-0.97402898,-1.40629202,-1.062719344,1.706776528
-0.97402898,-1.385368316,-1.062719344,2.137188609
-0.97402898,-1.436735598,-1.062719344,2.009064719
-0.97402898,-1.460914609,-1.062719344,1.774622149
-0.97402898,-1.345303897,-1.062719344,1.389987349
-0.97402898,-1.377984745,-1.062719344,1.231374778
-0.97402898,-1.42482089,-1.062719344,1.188038657
-0.97402898,-1.368818015,-1.062719344,1.323377439
-0.97402898,-1.398287556,-1.062719344,1.20866528
-0.97402898,-1.294410214,-1.062719344,1.198558217
-0.97402898,-1.13932148,-1.062719344,1.214931058
-0.97402898,-1.191490993,-1.062719344,1.13410546
-0.97402898,-1.253800592,-1.062719344,1.271811447
-0.97402898,-1.261512085,-1.062719344,1.186570887
-0.97402898,-1.23312512,-1.062719344,1.209973975
-0.97402898,-1.099404384,-1.062719344,1.289972313
-0.97402898,-1.004082185,-1.043893016,1.263822374
-0.97402898,-1.081699135,-1.062719344,1.212417562
-0.97402898,-1.086671219,-1.062719344,1.162698015
-0.97402898,-1.084698408,-1.062719344,0.980805344
-0.97402898,-1.171257177,-1.062719344,0.857030715
-0.97402898,-1.069204443,-1.062719344,0.918046268
-0.97402898,-1.093604311,-1.062719344,1.064950336
-0.97402898,-1.225573291,-1.062719344,1.09661825
-0.97402898,-1.183910624,-1.062719344,1.162909037
-0.97402898,-1.081182244,-1.062719344,1.080042964
-0.97402898,-1.062264712,-1.062719344,0.912743523
-0.97402898,-0.916811571,-1.018758395,0.9103446
-0.97402898,-1.183029129,-1.062719344,1.087723432
-0.97402898,-1.339788965,-1.062719344,1.286679297
-0.97402898,-1.306713072,-1.062719344,1.381211312
-0.97402898,-1.370782541,-1.062719344,1.175220831
-0.97402898,-1.254850999,-1.062719344,1.428596667
-0.97402898,-1.141367143,-1.062719344,1.44792107
-0.97402898,-1.221318898,-1.062719344,1.391688474
-0.97402898,-1.130392201,-1.062719344,1.388669107
-0.97402898,-1.11790114,-1.062719344,1.31071351
-0.97402898,-1.096608123,-1.062719344,1.290952175
-0.97402898,-1.128391532,-1.062719344,1.364900128
-0.97402898,-1.158245423,-1.062719344,1.268521667
-0.97402898,-1.211447981,-1.062719344,1.232151224
-0.97402898,-1.397504106,-1.062719344,0.929655085
-0.97402898,-1.393212151,-1.062719344,0.701998566
-0.97402898,-1.264485882,-1.062719344,0.79716381
-0.97402898,-1.34006429,-1.062719344,0.672010578
-0.97402898,-1.341614992,-1.062719344,0.882962188
-0.97402898,-1.420423969,-1.062719344,1.162186803
-0.97402898,-1.256526895,-1.062719344,1.056789403
-0.97402898,-1.148217623,-1.062719344,1.119139058
-0.97402898,-1.268162674,-1.062719344,0.958161548
-0.97402898,-1.307137394,-1.062719344,0.685240901
-0.97402898,-1.314776544,-1.062719344,0.903352382
-0.97402898,-1.436102335,-1.062719344,1.119371279
-0.97402898,-1.436812706,-1.062719344,1.282373406
-0.97402898,-1.478552027,-1.062719344,1.105065616
-0.97402898,-1.477467067,-1.062719344,1.172045624
-0.97402898,-1.476498988,-1.062719344,1.62931418
-0.97402898,-1.561832098,-1.062719344,1.447369563
-0.97402898,-1.640193122,-1.062719344,0.990213477
-0.97402898,-1.593578287,-1.062719344,1.002942137
-0.97402898,-1.478409244,-1.062719344,1.563448674
-0.97402898,-1.603997386,-1.062719344,1.345693536
-0.97402898,-1.337048137,-1.062719344,0.649187477
-0.97402898,-1.336441287,-1.062719344,0.511078541
-0.97402898,-1.582183123,-1.062719344,0.188366172
-0.97402898,-1.60479,-1.062719344,2.029546184
-0.97402898,-1.563604648,-1.062719344,1.451261501
-0.97402898,-1.580761715,-1.062719344,1.515150129
-0.97402898,-1.60862566,-1.062719344,1.239000226
-0.97402898,-1.608510736,-1.062719344,1.31583598
-0.97402898,-1.590684009,-1.062719344,0.986890685
-0.97402898,-1.677918338,-1.062719344,1.227839993
-0.97402898,-1.607639638,-1.062719344,1.429461147
-0.97402898,-1.656392514,-1.062719344,-0.514770907
-0.97402898,-1.541479144,-1.062719344,-0.93550246
-0.97402898,-1.536751066,-1.062719344,2.244481164
-0.97402898,-1.396567433,-1.062719344,1.649339293
-0.97402898,-1.248012888,-1.062719344,1.535003706
-0.97402898,-1.378303419,-1.062719344,1.231927417
-0.97402898,-1.572386959,-1.062719344,-0.338062201
-0.97402898,-1.630539841,-1.062719344,-0.625369061
-0.97402898,-1.534872953,-1.062719344,1.017576632
-0.97402898,-1.64200712,-1.062719344,0.072060019
-0.97402898,-1.685613228,-1.062719344,-0.152820845
-0.97402898,-1.63933435,-1.062719344,0.058505232
-0.97402898,-1.634635876,-1.062719344,0.070251764
-0.97402898,-1.494978354,-1.062719344,0.226711389
-0.97402898,-1.208174545,-1.062719344,0.134127608
-0.97402898,-0.89830863,-1.011405739,0.128606397
-0.937230562,-0.810172181,-0.970412983,0.119574835
-0.964080011,-0.985662537,-1.039899343,0.032051949
-0.97402898,-1.217385135,-1.062719344,-0.292198342
-0.97402898,-1.355264575,-1.062719344,-0.750358362
-0.97402898,-1.433813206,-1.062719344,2.101299602
-0.97402898,-1.429596686,-1.062719344,2.465093357
-0.97402898,-1.573625228,-1.062719344,-0.939205141
-0.97402898,-1.696924234,-1.062719344,-0.035541141
-0.97402898,-1.614147231,-1.062719344,0.270571506
-0.97402898,-1.531780713,-1.062719344,0.32231033
-0.97402898,-1.609606718,-1.062719344,0.665139244
-0.97402898,-1.560132925,-1.062719344,0.638880072
-0.97402898,-1.5735128,-1.062719344,0.49800519
-0.97402898,-1.519965072,-1.062719344,0.436440397
-0.97402898,-1.613383455,-1.062719344,1.733810042
-0.97402898,-1.691212949,-1.062719344,1.683344635
-0.97402898,-1.558215165,-1.062719344,0.840924242
-0.97402898,-1.534138723,-1.062719344,0.525734236
-0.97402898,-1.316881471,-1.062719344,1.010303482
-0.97402898,-1.46717231,-1.062719344,0.581083257
-0.97402898,-1.538242773,-1.062719344,0.229534622
-0.97402898,-1.650546893,-1.062719344,-0.960960285
-0.97402898,-1.622974735,-1.062719344,0.567970744
-0.97402898,-1.536777109,-1.062719344,0.3016583
-0.97402898,-1.574230717,-1.062719344,0.141179217
-0.97402898,-1.58972959,-1.062719344,1.248510148
-0.97402898,-1.508143671,-1.062719344,0.391869698
-0.97402898,-1.31620608,-1.062719344,0.3530992
-0.97402898,-1.17344707,-1.062719344,0.341536018
-0.97402898,-1.176794039,-1.062719344,0.406145747
-0.97402898,-1.163280089,-1.062719344,0.29391213
-0.97402898,-1.316251556,-1.062719344,0.410837595
-0.97402898,-1.428244003,-1.062719344,0.320369539
-0.97402898,-1.197327209,-1.062719344,0.429580715
-0.97402898,-0.914672572,-1.017944597,-1.297370677
-0.97402898,-1.203198434,-1.062719344,0.653562307
-0.97402898,-1.119192403,-1.062719344,0.437362001
-0.97402898,-1.054259313,-1.062719344,0.45099851
-0.97402898,-1.121380141,-1.062719344,0.310416374
-0.97402898,-1.075294395,-1.062719344,0.289185165
-0.97402898,-1.158669035,-1.062719344,0.347913132
-0.97402898,-1.377313184,-1.062719344,0.613843664
-0.97402898,-1.083816459,-1.062719344,0.800981793
-0.97402898,-0.870543467,-0.999044162,0.83130185
-0.97402898,-0.919576172,-1.01979619,0.610265347
-0.97402898,-0.991621536,-1.041268126,0.479478433
-0.97402898,-0.935859488,-1.025588028,0.431015634
-0.97402898,-0.875934907,-1.001569262,0.506730413
-0.97402898,-0.918117359,-1.019250541,0.603867034
-0.97402898,-0.933704546,-1.024853014,0.660385901
-0.97402898,-0.853113118,-0.990469283,0.72014244
-0.97402898,-0.713173461,-0.911825748,0.87362089
-0.97402898,-0.666429148,-0.881189844,0.912824113
-0.97402898,-0.595566052,-0.831248858,0.936051133
-0.946825713,-0.611429898,-0.842820856,0.894379078
-0.865767222,-0.695124602,-0.900199084,0.881669352
-0.901175904,-0.7645067,-0.943602547,0.871158369
-0.925598228,-0.895949995,-1.010417592,0.834783557
-0.930468127,-0.927806938,-1.022792336,0.865332761
-0.952423289,-0.940893474,-1.027267614,0.843942476
-0.97402898,-1.06413335,-1.062719344,0.875705868
-0.97402898,-0.960173453,-1.033215657,0.893617521
-0.97402898,-0.971629087,-1.036385754,0.81037083
-0.97402898,-0.822026745,-0.97361682,0.732962371
-0.97402898,-0.722790926,-0.917921444,0.76665393
-0.97402898,-0.857342262,-0.992607543,0.737607613
-0.97402898,-0.704565268,-0.906311412,0.813933289
-0.97402898,-0.738319672,-0.927622435,0.841547761
-0.97402898,-0.690457036,-0.897151639,0.771386073
-0.97402898,-0.612876512,-0.843864463,0.759566234
-0.97402898,-0.646503594,-0.867592828,-1.297370677
-0.889403491,-0.601845682,-0.83585774,0.543758359
-0.767840196,-0.567532287,-0.810211411,0.5138084
-0.708597076,-0.51019653,-0.764702458,0.550783428
-0.635822817,-0.435412892,-0.699875486,0.607904616
-0.526949448,-0.331774931,-0.599285049,0.628594837
-0.447334787,-0.243109108,-0.501104501,0.643732129
-0.44612256,-0.254773938,-0.514646472,0.691485479
-0.470281128,-0.277383694,-0.540351897,0.695841051
-0.528949919,-0.320669887,-0.58758484,0.713898024
-0.562669602,-0.332411541,-0.599950615,0.724459983
-0.48775313,-0.26456559,-0.525866392,0.716917391
-0.345640132,-0.114029441,-0.338008298,0.698538059
-0.19738405,0.000151736,-0.171348743,0.686611089
0.042275226,0.146920084,0.073394181,0.693156827
0.193140095,0.221372595,0.20884024,0.725838749
0.454406439,0.409497334,0.57385302,0.751766984
0.741057829,0.540664424,0.830168436,0.7615368
0.87307706,0.617926643,0.989072404,0.752963371
1.024514805,0.710674714,1.148244162,0.746165183
1.244348459,0.821061763,1.298008927,0.741607975
1.407777587,0.889312034,1.37148238,0.76089192
1.638779784,1.064455829,1.502565344,0.799012359
1.74908131,1.180402152,1.549907411,0.785628139
1.776672537,1.165111936,1.545288812,0.786145823
1.793245425,1.297690462,1.570017089,0.787349492
1.79376017,1.268821274,1.567516249,0.783553841
1.792346826,1.227626816,1.561210278,0.800010346
1.694986664,1.066611906,1.503713427,0.791527054
1.678720934,1.060298232,1.500321602,0.790168355
1.616940004,1.007421469,1.468275263,0.805935639
1.598542164,0.991448344,1.45727803,0.809651833
1.599719607,0.959221123,1.433154591,0.814840005
1.623001796,0.989470654,1.455872727,0.795074463
1.429650372,0.944613816,1.421345898,0.771392547
1.458911283,0.991669626,1.457434665,0.756308334
1.374451229,0.887800965,1.370001887,0.782465717
1.309874365,0.880613966,1.362872005,0.796961203
1.396694179,0.94206261,1.419226374,0.787408882
1.443345193,0.948212195,1.424306408,0.784430781
1.290041805,0.860678199,1.342321306,0.773089302
1.45591114,1.037656929,1.487404609,0.750609922
1.670591539,1.215487423,1.558726095,0.75569323
1.584404795,1.117877512,1.527958784,0.761102942
1.394163213,0.946336862,1.422767734,0.761663025
1.154294289,0.756928463,1.21592707,0.77595817
1.06931949,0.715679536,1.155927058,0.782035095
1.094438257,0.727623747,1.173905611,0.779148264
1.065674276,0.723351992,1.16753319,0.790316912
1.135052981,0.737109578,1.187829501,0.815614185
1.386749021,0.916803603,1.397308614,0.844601112
1.420327407,0.932096088,1.410781661,0.838734076
1.559321469,1.035850591,1.486322723,0.843574482
1.470244469,0.955658604,1.430325654,0.840415134
1.559901283,1.062159267,1.501330824,0.841066326
1.697447685,1.159488433,1.543469802,0.871806324
1.778625002,1.166520648,1.545734301,0.88845686
1.774530301,1.162708251,1.544519266,0.86944446
1.780306313,1.15878873,1.543238914,0.884821417
1.793629468,1.251869971,1.565315152,0.900781599
1.793835365,1.259863569,1.566421204,0.894253824
1.793341436,1.293970889,1.569782345,0.876833316
1.79322311,1.283718857,1.5690018,0.894855173
1.788918761,1.234473608,1.562484654,0.878760351
1.779355395,1.277338458,1.568416692,0.873216808
1.755859619,1.363756287,1.572484318,0.856698808
1.727497495,1.359186993,1.572484318,0.866825938
1.69633925,1.396904493,1.572484318,0.868892954
1.680294045,1.444022035,1.572484318,0.851577471
1.672251472,1.489776255,1.572484318,0.852441789
1.657028732,1.486475415,1.572484318,0.867077255
1.66050424,1.525792043,1.572484318,0.915107491
1.638704589,1.519728247,1.572484318,0.920523677
1.634960176,1.630660443,1.572484318,0.915460597
1.651942422,1.720107446,1.572484318,0.90407769
1.670944828,1.839483066,1.572484318,0.929888278
1.67103165,1.907623945,1.572484318,0.962875729
1.662098916,2.044671678,1.572484318,0.957723483
1.712285444,2.033839094,1.572484318,0.93264678
1.66331705,1.958520749,1.572484318,0.913917577
1.753919531,2.038398629,1.572484318,0.914310008
1.794220908,2.03262057,1.572484318,0.912029704
1.794333795,2.053648674,1.572484318,0.904322696
1.794324607,2.01556918,1.572484318,0.902921761
1.79440074,1.843600038,1.572484318,0.905789496
1.79410577,1.646969008,1.572484318,0.916812823
1.79410727,1.553078898,1.572484318,0.928650626
1.791152507,1.318925549,1.570866471,0.905472315
